StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-09-15 15:26:35,2021-09-15 15:30:46,IP Address,207.165.87.110,100,250,True,2021-09-15 15:30:46,R_1HqayrQV8BM0JRU,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in an existing single-family home,"$175,000-$250,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,No,Not enough quality housing,,Single family home,Important,Important,Extremely important,Extremely important,Extremely important,Extremely important,Important,Important,Extremely important,,,,Yes,2,3,4,1,5,6,,,Female,26 - 40,3,1,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:26:40,2021-09-15 15:32:17,IP Address,207.199.214.236,100,337,True,2021-09-15 15:32:18,R_Wxqp9ICSyhwCi41,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Excellent,Yes,Yes,Not enough affordable housing,,Single family home,Extremely important,Extremely important,Not at all important,Important,Not at all important,Very important,Important,Slightly important,Extremely important,,,"Bike trails! ",Yes,4,3,2,1,5,6,,,Male,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:22:59,2021-09-15 15:32:31,IP Address,67.55.190.156,100,572,True,2021-09-15 15:32:32,R_2uDJI6YCuD4sjcR,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,1-5 years,Oakland,,,,"Would be interested in renting,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","Less than $100,000",Yes,Rent,,Single family home,,$700-$899,Fair,Yes,Yes,Do not qualify for a home mortgage,,Single family home,Not at all important,Slightly important,Important,Important,Not at all important,Extremely important,Very important,Not at all important,Important,,,"Parks, library, 24 hour convenience store",No,4,2,1,3,5,6,,Rental property inspections would encourage landlords to make sure properties are maintained and safe for their renters.,Female,26 - 40,1,1,White or Caucasian,"$20,000-$39,999"
2021-09-15 15:29:59,2021-09-15 15:35:16,IP Address,192.40.218.6,100,316,True,2021-09-15 15:35:16,R_3DuT0a0hXiTKkMu,,,,,43.5547027587890625,-96.743499755859375,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough of the right home styles,,Single family home,Important,Important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Very important,Very important,,,"parks
city pool
restaurants
",No,5,3,4,1,2,6,,"I know we need to make improvements but i am not sure where to start. There is not enough housing that's for sure. ",Female,26 - 40,2,4,White or Caucasian,"$80,000-$99,999"
2021-09-15 15:30:43,2021-09-15 15:39:02,IP Address,207.28.56.83,100,498,True,2021-09-15 15:39:03,R_20Zn6bcSYgVjEQ7,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,1-5 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",Yes,Rent,,Single family home,,$500-$699,Good,Yes,Yes,Not enough quality housing,,"Apartment,Single family home",Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Slightly important,Important,Not at all important,Important,Important,Flat land,"Restaurants, parks/outdoor recreation available (frisbee golf, pickleball, basketball), nearby churches",Yes,2,1,4,3,5,6,,Develop a low income housing process that tenants can apply for.  Have apartments available for low income housing tenants.  Check in periodically to ensure they are continuing to meet requirements.,Male,26 - 40,4,0,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:37:20,2021-09-15 15:41:13,IP Address,208.184.162.179,100,233,True,2021-09-15 15:41:13,R_RzzAbYANNZcd53H,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,Yes,1-5 years,Carson,,,,Would be interested in renting,"Less than $100,000",Yes,Rent,,Single family home,,$700-$899,Fair,Yes,Yes,Not enough affordable housing,,"Duplex,Townhome,Condo,Apartment,Single family home",Very important,Very important,Slightly important,Important,Important,Important,Very important,Important,Important,Important,,"Restaurants libraries parks trails ",No,,,,,,,,,Female,26 - 40,1,0,White or Caucasian,"$20,000-$39,999"
2021-09-15 15:37:46,2021-09-15 15:43:32,IP Address,67.55.190.180,100,345,True,2021-09-15 15:43:32,R_OefDdVQI8IWxOaB,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"Less than $100,000",Yes,Own,,Single family home,,"$1,200-$1,499",Fair,Yes,Yes,Not enough affordable housing,,Single family home,Extremely important,Extremely important,Important,Extremely important,Not at all important,Important,Important,Not at all important,Important,,,"Library, restaurants, parks",No,1,2,3,5,4,6,,"Low income housing, month to month lease to weed out the bad tenants. 
Incentives to better your property
More businesses. 
Attract more family to the community ",Female,18 - 25,2,2,White or Caucasian,"$40,000-$59,999"
2021-09-15 15:37:03,2021-09-15 15:44:04,IP Address,38.121.121.22,100,421,True,2021-09-15 15:44:04,R_1i41o5ga7mDozIp,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,1-5 years,Carson,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$2,000 or more",Excellent,Yes,No,Employment opportunities,,"Single family home,Independent Living Complex",Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Very important,Very important,Important,Very important,,,"Public library, good family restaurant, movie theater, swimming pool, grocery store",No,5,2,3,4,1,6,,,Female,41-55,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:33:05,2021-09-15 15:46:22,IP Address,207.199.214.60,100,797,True,2021-09-15 15:46:23,R_32K26NLSoNBTh9I,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$100,000-$175,000",Retired,Own,,Single family home,,"$1,200-$1,499",Good,Yes,No,Not enough affordable housing,,Single family home,Important,Important,Slightly important,Important,Not at all important,Important,Important,Slightly important,Important,,,"Restaurants 
Park 
",No,3,1,2,4,5,6,,"Participating financial institutions and reaching the public.  let people know they can apply, get qualified for loans Or forgivable loans.  Then homes can be built with qualified participants.  ",Female,56-70,3,0,White or Caucasian,"$20,000-$39,999"
2021-09-15 15:40:51,2021-09-15 15:47:18,IP Address,70.165.108.88,100,386,True,2021-09-15 15:47:18,R_2w4FPAsJVqhcUVf,,,,,41.2975006103515625,-96.09929656982421875,anonymous,EN,Yes,More than 10 years,Macedonia,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,$500-$699,Good,No,No,Employment opportunities,,,,,,,,,,,,,,"schools, recreational area, safety programs,",No,,,,,,,,,Female,41-55,2,1,White or Caucasian,"$100,000-$149,999"
2021-09-15 15:42:53,2021-09-15 15:51:46,IP Address,38.121.121.22,100,533,True,2021-09-15 15:51:47,R_pnMVBIwkHhiGdfH,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"Over $400,000",Yes,Own,,Single family home,,"$2,000 or more",Excellent,Yes,Yes,Not enough quality housing,,"Duplex,Townhome,Condo,Single family home",Important,Important,Important,Extremely important,Very important,Extremely important,Very important,Slightly important,Very important,,,,No,4,5,2,1,3,6,,"Obtain land in the area and give access to city water and sewer.
Build larger houses in the $200-300,000 range.",Female,26 - 40,2,3,White or Caucasian,"$200,000 or more"
2021-09-15 15:50:37,2021-09-15 15:55:01,IP Address,174.198.83.211,100,263,True,2021-09-15 15:55:01,R_1OVQImHFSSlyCPM,,,,,41.2093048095703125,-96.05480194091796875,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in down-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Fair,Yes,Yes,Not enough affordable housing,,Single family home,Important,Important,Important,Very important,Important,Very important,Very important,Slightly important,Important,,,,Yes,5,1,3,4,2,6,,Inspection and registry system,Female,41-55,2,1,White or Caucasian,"$60,000-$79,999"
2021-09-15 15:49:03,2021-09-15 15:56:49,IP Address,167.142.190.113,100,465,True,2021-09-15 15:56:49,R_1QLajcWVdxzwxYO,,,,,40.9842987060546875,-94.73470306396484375,anonymous,EN,Yes,More than 10 years,Macedonia,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",Yes,Own,,Single family home,,$700-$899,Fair,Yes,Yes,Not enough quality housing,,Single family home,Very important,Very important,Slightly important,Important,Not at all important,Important,Very important,Slightly important,Very important,,,none,Yes,5,1,4,3,2,6,,,Female,26 - 40,1,1,White or Caucasian,"$40,000-$59,999"
2021-09-15 15:57:48,2021-09-15 16:02:00,IP Address,174.243.112.155,100,251,True,2021-09-15 16:02:00,R_2sT5Eql0mR5sEYG,,,,,41.285400390625,-96.1493988037109375,anonymous,EN,Yes,More than 10 years,Carson,,,,"Would be interested in up-sizing,Would be interested in renting","Less than $100,000",No,Other,Live with family,Other,,Less than $300,Excellent,Yes,Yes,Do not qualify for a home mortgage,,Single family home,Not at all important,Not at all important,Not at all important,Slightly important,Not at all important,Very important,Important,Not at all important,Important,,,"Na ",Yes,1,5,3,4,2,6,,,Female,26 - 40,2,3,White or Caucasian,"$40,000-$59,999"
2021-09-15 15:55:55,2021-09-15 16:02:39,IP Address,67.55.191.113,100,403,True,2021-09-15 16:02:39,R_1oi3tWuf1O4iAEy,,,,,41.02520751953125,-95.41159820556640625,anonymous,EN,Yes,6-10 years,Oakland,,,,Not interested in a different home,"Less than $100,000",Yes,Rent,,Single family home,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,Single family home,Extremely important,Extremely important,Slightly important,Very important,Not at all important,Very important,Very important,Important,Extremely important,Not at all important,,"Library, grocery store, restaurants",No,4,3,1,5,2,6,,,Female,41-55,2,1,White or Caucasian,"$80,000-$99,999"
2021-09-15 15:56:11,2021-09-15 16:02:48,IP Address,198.211.135.108,100,396,True,2021-09-15 16:02:48,R_1Qg4XZ1abhQL2LP,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Less than 1 year,Oakland,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,Single family home,Very important,Very important,Very important,Very important,,,Very important,,Very important,,,none,No,5,3,1,4,2,6,,"water should not be on restriction all summer. Improve water availability. ",Female,56-70,2,3,White or Caucasian,"$60,000-$79,999"
2021-09-15 16:03:43,2021-09-15 16:11:56,IP Address,72.215.216.85,100,492,True,2021-09-15 16:11:56,R_1P621L6l1nrx6GV,,,,,41.24420166015625,-95.95989990234375,anonymous,EN,No,,,My spouse works in another community,,More affordable housing options,,"Less than $100,000",,,,,,,,,,Do not qualify for a home mortgage,,"Duplex,Townhome,Condo,Apartment",Extremely important,Extremely important,Not at all important,Important,Slightly important,Extremely important,Extremely important,Extremely important,Extremely important,,,public transportation options for special needs member of family,No,2,4,5,3,1,6,,,Female,56-70,3,0,White or Caucasian,"$60,000-$79,999"
2021-09-15 16:07:59,2021-09-15 16:13:27,IP Address,69.80.126.199,100,328,True,2021-09-15 16:13:27,R_1gBeDTUqAzqRq4T,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",Yes,Own,,Single family home,,$700-$899,Excellent,Yes,Yes,Not enough quality housing,,,Important,Important,Important,Very important,Very important,Important,Important,Slightly important,Important,,,,,5,2,1,4,3,6,,,Female,26 - 40,2,2,White or Caucasian,"$60,000-$79,999"
2021-09-15 16:11:12,2021-09-15 16:15:00,IP Address,166.181.82.216,100,227,True,2021-09-15 16:15:00,R_262vohbOGK8aqLq,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,Less than 1 year,Macedonia,,,,"Not interested in a different home,Would be interested in up-sizing,Would be interested in renting","Less than $100,000",Yes,Rent,,Apartment,,$300-$499,Excellent,Yes,Yes,Not enough affordable housing,,"Townhome,Condo,Apartment,Single family home",Extremely important,Very important,Not at all important,Important,Slightly important,Important,Extremely important,Important,Very important,,,"Parks, restaurants, local stores so I don’t have to spend so much gas driving to town for errands",No,1,2,4,3,5,6,,,Female,18 - 25,1,0,White or Caucasian,"$20,000-$39,999"
2021-09-15 16:02:44,2021-09-15 16:15:07,IP Address,38.121.121.22,100,743,True,2021-09-15 16:15:08,R_qVN9iWrCgwQcllD,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,Single family home,Important,Important,Important,Slightly important,Slightly important,Very important,Extremely important,Important,Important,,,"Parks, walking access to restaurants, parks and library ",No,5,2,1,3,4,6,,,Female,26 - 40,2,3,White or Caucasian,"$100,000-$149,999"
2021-09-15 16:08:25,2021-09-15 16:16:23,IP Address,207.199.214.242,100,478,True,2021-09-15 16:16:23,R_x9ItkDdxCsKoeaJ,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"Over $400,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,No,Yes,Not enough affordable housing,,"Duplex,Condo,Single family home",Very important,Very important,Very important,Very important,Slightly important,Very important,Important,Important,Very important,,,"access to public parks, playground, family areas, churches, great school, restaurants",No,5,3,4,2,1,6,,"taking down old, dilapidated housing to make room for better housing in the communities",Female,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 16:13:24,2021-09-15 16:16:29,IP Address,173.215.9.86,100,184,True,2021-09-15 16:16:29,R_3PauThzqzNVJUaQ,,,,,41.296295166015625,-95.0619964599609375,anonymous,EN,No,,,Other,,,,,,,,,,,,,,Not enough quality housing,,,Extremely important,Extremely important,Slightly important,Important,Not at all important,Very important,Very important,Slightly important,Very important,,,,No,1,5,2,3,4,6,,,Female,41-55,2,0,White or Caucasian,"$100,000-$149,999"
2021-09-15 16:15:48,2021-09-15 16:19:21,IP Address,174.198.76.97,100,213,True,2021-09-15 16:19:22,R_2y8h3zX9Z0lrnzo,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,More than 10 years,Carson,,,,"Would be interested in down-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$250,000-$325,000",Yes,Own,,Single family home,,Less than $300,Excellent,Yes,Yes,Not enough quality housing,,Single family home,Very important,Extremely important,Slightly important,Important,Not at all important,Important,Very important,Important,Very important,,,,Yes,5,3,1,4,2,6,,,Female,41-55,1,0,White or Caucasian,"$60,000-$79,999"
2021-09-15 16:15:01,2021-09-15 16:19:35,IP Address,67.55.169.54,100,274,True,2021-09-15 16:19:36,R_3J2D0nT6veMyIc2,,,,,41.1898956298828125,-95.434600830078125,anonymous,EN,Yes,6-10 years,Macedonia,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home","$100,000-$175,000",No,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough quality housing,,Single family home,Very important,Very important,Important,Extremely important,Slightly important,Very important,Very important,Slightly important,Very important,,,"Parks, restaurants, library, grocery store, gas station.",Yes,5,2,1,4,3,6,,,Female,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 16:19:03,2021-09-15 16:23:05,IP Address,173.215.87.237,100,241,True,2021-09-15 16:23:05,R_2dmCyD3yNBkuvek,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$700-$899,Excellent,Yes,Yes,Not enough affordable housing,,,Very important,Very important,Slightly important,Very important,Not at all important,Not at all important,Very important,Very important,Very important,,,,No,1,2,3,5,4,6,,,,41-55,2,1,White or Caucasian,"$40,000-$59,999"
2021-09-15 16:21:42,2021-09-15 16:29:10,IP Address,69.80.126.201,100,448,True,2021-09-15 16:29:10,R_3JnYN7A8519J2h3,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,Less than $300,Good,No,No,Not enough quality housing,,Single family home,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Important,Very important,Not at all important,Very important,,,,No,2,4,5,3,1,6,,,Female,41-55,2,2,White or Caucasian,
2021-09-15 16:27:56,2021-09-15 16:45:59,IP Address,174.198.72.104,100,1082,True,2021-09-15 16:45:59,R_32ReZjVRr5Wewy6,,,,,41.702606201171875,-93.783203125,anonymous,EN,Yes,Less than 1 year,Carson,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$1,200-$1,499",Fair,No,Yes,Employment opportunities,,Single family home,Important,Important,Important,Important,Slightly important,Very important,Very important,Slightly important,Very important,,,"Park
Resturant
Grocery store
Gas station 
Daycare
",Yes,3,4,2,5,1,6,Better paying jobs!!!!,"Bring industry to Carson, good paying jobs. ",Female,26 - 40,2,2,White or Caucasian,"$40,000-$59,999"
2021-09-15 16:39:03,2021-09-15 16:48:55,IP Address,67.55.166.54,100,592,True,2021-09-15 16:48:55,R_2f37Q7v4chHkfLk,,,,,41.46539306640625,-95.55190277099609375,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$300-$499,Good,Yes,No,Not enough of the right home styles,,Independent Living Complex,Very important,Extremely important,Extremely important,Important,Very important,Important,Slightly important,Slightly important,Slightly important,,,"Grocery, bike path, quiet neighborhood, reliable electric and water service, few property restrictions or building codes, road maintenance.  ",No,1,2,3,4,5,6,,"Low property taxes, low utility costs.",Male,56-70,2,0,I identify with 2 or more groups,"$40,000-$59,999"
